Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss
1.569267988204956	0	14.8545994065	5.60464923869	40.0	8.0	14.8545994065	5.60464923869	5006	5006	10.8062
2.6796460151672363	1	16.3029315961	7.13089058437	59.0	8.0	16.3029315961	7.13089058437	5005	10011	12.8506
3.7676150798797607	2	18.2737226277	7.74136457985	50.0	8.0	18.2737226277	7.74136457985	5007	15018	14.7284
4.896579027175903	3	19.58203125	8.93603076729	68.0	8.0	19.58203125	8.93603076729	5013	20031	16.3358
6.114006996154785	4	23.8285714286	13.2596467258	83.0	8.0	23.8285714286	13.2596467258	5004	25035	21.5631
7.20719313621521	5	24.8465346535	13.8468001405	94.0	9.0	24.8465346535	13.8468001405	5019	30054	22.3048
8.332979917526245	6	29.5352941176	17.5617043651	110.0	8.0	29.5352941176	17.5617043651	5021	35075	27.1457
9.43497920036316	7	31.9556962025	16.880947592	103.0	10.0	31.9556962025	16.880947592	5049	40124	27.3507
10.528194189071655	8	36.5693430657	22.0691665282	123.0	9.0	36.5693430657	22.0691665282	5010	45134	33.0614
11.707159996032715	9	38.3893129771	23.0643217811	124.0	10.0	38.3893129771	23.0643217811	5029	50163	34.2042
12.858867168426514	10	41.6198347107	20.6926569794	117.0	9.0	41.6198347107	20.6926569794	5036	55199	33.4416
13.991292238235474	11	45.972972973	24.5174912593	148.0	12.0	45.972972973	24.5174912593	5103	60302	37.8008
15.09752607345581	12	52.381443299	30.5230834733	150.0	10.0	52.381443299	30.5230834733	5081	65383	44.5175
16.218607187271118	13	50.5656565657	23.9072963868	124.0	16.0	50.5656565657	23.9072963868	5006	70389	39.079
17.357147216796875	14	53.2127659574	26.5569930448	165.0	15.0	53.2127659574	26.5569930448	5002	75391	41.6007
18.450863122940063	15	58.0229885057	26.3264112879	148.0	17.0	58.0229885057	26.3264112879	5048	80439	43.4607
19.541324138641357	16	60.265060241	26.9126585244	148.0	18.0	60.265060241	26.9126585244	5002	85441	44.3399
20.620511054992676	17	56.9545454545	23.9800623108	134.0	19.0	56.9545454545	23.9800623108	5012	90453	40.945
21.784862995147705	18	62.65	24.2441229992	115.0	22.0	62.65	24.2441229992	5012	95465	43.7413
22.918204307556152	19	72.0	32.0784752042	169.0	19.0	72.0	32.0784752042	5040	100505	51.953
24.01602816581726	20	71.5714285714	28.0232410834	152.0	25.0	71.5714285714	28.0232410834	5010	105515	49.6024
25.146646976470947	21	76.8484848485	37.7195562268	200.0	21.0	76.8484848485	37.7195562268	5072	110587	57.0764
26.243537187576294	22	74.4117647059	29.4044991026	157.0	23.0	74.4117647059	29.4044991026	5060	115647	51.1369
27.38973903656006	23	80.3333333333	30.7963098181	168.0	20.0	80.3333333333	30.7963098181	5061	120708	54.0147
28.57452917098999	24	90.5178571429	39.0334065126	200.0	31.0	90.5178571429	39.0334065126	5069	125777	63.3501
29.693449020385742	25	93.3888888889	40.6536484931	200.0	31.0	93.3888888889	40.6536484931	5043	130820	65.2889
30.791107177734375	26	88.5438596491	35.9180696232	186.0	18.0	88.5438596491	35.9180696232	5047	135867	59.806
31.860424280166626	27	96.8076923077	37.1343913071	193.0	24.0	96.8076923077	37.1343913071	5034	140901	64.685
32.92774295806885	28	102.836734694	48.1008069595	200.0	29.0	102.836734694	48.1008069595	5039	145940	71.8457
34.11668515205383	29	119.19047619	46.2463579494	200.0	47.0	119.19047619	46.2463579494	5006	150946	79.7957
35.39279103279114	30	132.684210526	47.7433408215	200.0	43.0	132.684210526	47.7433408215	5042	155988	86.6718
36.587165117263794	31	155.272727273	42.8374466087	200.0	57.0	155.272727273	42.8374466087	5124	161112	95.129
37.76671099662781	32	151.5	40.0780488547	200.0	55.0	151.5	40.0780488547	5151	166263	93.5917
39.00976300239563	33	163.741935484	46.9261380785	200.0	30.0	163.741935484	46.9261380785	5076	171339	102.132
40.20132923126221	34	181.035714286	29.4090391144	200.0	88.0	181.035714286	29.4090391144	5069	176408	106.84
41.327683210372925	35	179.285714286	29.4713627864	200.0	102.0	179.285714286	29.4713627864	5020	181428	104.886
42.486467123031616	36	178.793103448	30.4985916129	200.0	110.0	178.793103448	30.4985916129	5185	186613	104.739
43.651512145996094	37	194.038461538	14.1216712054	200.0	150.0	194.038461538	14.1216712054	5045	191658	110.996
44.867876052856445	38	193.307692308	17.2443284562	200.0	131.0	193.307692308	17.2443284562	5026	196684	110.596
46.01276421546936	39	187.962962963	32.089552334	200.0	48.0	187.962962963	32.089552334	5075	201759	109.767
47.1352801322937	40	186.62962963	30.5942964282	200.0	62.0	186.62962963	30.5942964282	5039	206798	109.322
48.31527233123779	41	186.148148148	24.0257634922	200.0	130.0	186.148148148	24.0257634922	5026	211824	106.694
49.56753611564636	42	195.192307692	16.7997692996	200.0	121.0	195.192307692	16.7997692996	5075	216899	110.102
50.74680709838867	43	181.142857143	34.6798771271	200.0	87.0	181.142857143	34.6798771271	5072	221971	105.672
