Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss
10.423407793045044	0	-202.778596096	45.7741608888	-95.7909924131	-344.340447953	151.0	0.0	10117	10117	-0.102145
15.782624959945679	1	-149.007971783	38.2257320097	-54.2419667795	-226.143689402	151.0	0.0	10117	20234	-0.0627231
20.953269958496094	2	-151.339367547	40.8895686932	-75.7689144498	-229.743271309	151.0	0.0	10117	30351	-0.0588353
26.01949906349182	3	-127.608290557	41.7032649561	0.363638993881	-204.479357086	151.0	0.0	10117	40468	-0.0883289
31.172748804092407	4	-103.57806527	40.491396671	-20.0855144366	-203.061026468	151.0	0.0	10117	50585	-0.0516203
36.52371382713318	5	-90.618867522	31.3822650778	-30.7390896824	-196.515852999	151.0	0.0	10117	60702	-0.0785576
41.609747886657715	6	-77.6991484687	31.3061590999	-14.0182337541	-160.963126909	151.0	0.0	10117	70819	-0.109044
46.9384970664978	7	-78.8255968645	31.2819289437	1.68061179894	-152.896599667	151.0	0.0	10117	80936	-0.137845
52.30204176902771	8	-80.1521749743	34.8537394489	5.17643223	-183.007815527	151.0	0.0	10117	91053	-0.118058
57.56976580619812	9	-80.1229777912	32.6006820404	-3.15242598755	-158.896788383	151.0	0.0	10117	101170	-0.096411
62.93924307823181	10	-73.9579675527	24.0661149908	-25.1360371425	-132.220403767	151.0	0.0	10117	111287	-0.0699893
68.85789895057678	11	-69.2442325801	31.6068780046	-4.3576620853	-139.593950301	151.0	0.0	10117	121404	-0.0806583
75.19665884971619	12	-67.3534529847	22.0355167066	-22.804445482	-115.637366824	151.0	0.0	10117	131521	-0.0936371
80.87058901786804	13	-58.4693196091	25.539241163	-0.112491608326	-134.686022297	151.0	0.0	10117	141638	-0.109352
86.8632447719574	14	-49.0580419541	23.9521566889	-10.2416286649	-107.278149317	151.0	0.0	10117	151755	-0.12886
92.5231728553772	15	-44.2776282319	30.8983328832	52.6165057307	-129.004965917	151.0	0.0	10117	161872	-0.0616396
98.0950300693512	16	-40.4012474214	28.8116115738	3.35771215704	-117.418876254	151.0	0.0	10117	171989	-0.112102
104.0730140209198	17	-43.0463429191	30.7827879649	16.3468586092	-138.215811167	151.0	0.0	10117	182106	-0.0814597
109.7470588684082	18	-41.7917266925	28.8113902575	21.2510107834	-110.682765481	151.0	0.0	10117	192223	-0.0700158
115.32904195785522	19	-32.5595216495	30.0283633545	31.254839691	-107.669262247	151.0	0.0	10117	202340	-0.0510296
121.05816888809204	20	-29.5698088388	25.3661398032	62.4046408582	-94.2253282746	151.0	0.0	10117	212457	-0.0843037
126.93068075180054	21	-35.7110120876	28.8171592426	13.8050909861	-177.007028226	151.0	0.0	10117	222574	-0.0685259
132.03850078582764	22	-36.0729592183	24.5273251645	7.73955227407	-93.9897089823	151.0	0.0	10117	232691	-0.0445959
137.40808987617493	23	-32.9738250692	26.2037736335	17.6984592975	-133.927760555	151.0	0.0	10117	242808	-0.0552924
142.55912399291992	24	-26.2528458166	16.6747270656	7.76308734282	-83.3247440224	151.0	0.0	10117	252925	-0.0917671
147.88596296310425	25	-26.6033663948	23.0828219844	9.73231478251	-143.232665216	151.0	0.0	10117	263042	-0.075632
152.88955974578857	26	-25.8310884931	25.8959636716	55.0480605931	-69.7936054626	151.0	0.0	10117	273159	-0.0674205
158.20713591575623	27	-26.2170517612	27.4206776364	65.1046312917	-92.6017996428	151.0	0.0	10117	283276	-0.0765518
163.3595631122589	28	-34.2701509865	22.0145480518	31.0624365332	-70.718971393	151.0	0.0	10117	293393	-0.0477486
168.76309990882874	29	-29.8776882317	23.0010657544	38.778720783	-65.2279960919	151.0	0.0	10117	303510	-0.0453523
174.03636479377747	30	-20.5275341248	16.1570889545	19.0668415405	-62.6430373072	151.0	0.0	10117	313627	-0.0722511
179.3065469264984	31	-16.2931231514	17.5817701153	24.9215721545	-71.290848685	151.0	0.0	10117	323744	-0.0612425
184.80678582191467	32	-17.1113240746	17.8665003374	13.0353202357	-67.2910819338	151.0	0.0	10117	333861	-0.0667667
190.23713779449463	33	-11.9684886972	16.3355974811	22.2435749019	-70.5361465574	151.0	0.0	10117	343978	-0.0573281
195.53880977630615	34	-14.8347336659	18.7075999324	8.58125381025	-93.5254567439	151.0	0.0	10117	354095	-0.0553397
200.7995409965515	35	-10.4126452339	17.5171676693	25.4574611674	-62.9879936588	151.0	0.0	10117	364212	-0.0735218
206.16865992546082	36	-13.2929882494	17.053901184	32.745518032	-49.2891092311	151.0	0.0	10117	374329	-0.061519
211.66788983345032	37	-15.3101172569	17.2580874006	24.6794507708	-61.5806643124	151.0	0.0	10117	384446	-0.0906609
217.09506678581238	38	-10.3894540933	20.3868758335	31.9321998492	-59.8071940062	151.0	0.0	10117	394563	-0.047731
222.48933100700378	39	-7.810220076	18.1080931472	38.5856498138	-62.1130384461	151.0	0.0	10117	404680	-0.0349859
227.6659688949585	40	-9.66717135425	16.1289285827	19.4986892662	-59.7717536516	151.0	0.0	10117	414797	-0.0389262
233.2699589729309	41	-2.71634569315	13.8593745285	47.2068132998	-32.6469585631	151.0	0.0	10117	424914	-0.0469298
238.69462203979492	42	-1.9998589305	16.7830276696	61.0158774297	-33.1477502086	151.0	0.0	10117	435031	-0.0401943
244.07926082611084	43	-4.70884978117	16.3257222992	32.2024757159	-49.2852463946	151.0	0.0	10117	445148	-0.0522859
249.09835195541382	44	-5.91641291188	14.8378183161	43.8348329241	-49.4290651361	151.0	0.0	10117	455265	-0.0847323
