Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss
4.886865139007568	0	8.92920353982	3.13619129293	20.0	5.0	8.92920353982	3.13619129293	1009	1009	-0.0319232
5.54339599609375	1	12.0119047619	2.15745687823	18.0	8.0	12.0119047619	2.15745687823	1009	2018	-0.00712531
6.1235740184783936	2	49.3333333333	9.07814399603	73.0	35.0	49.3333333333	9.07814399603	1036	3054	0.0181821
6.566442012786865	3	35.5517241379	4.0818032433	45.0	29.0	35.5517241379	4.0818032433	1031	4085	0.0475762
7.042927026748657	4	36.7142857143	5.28378343112	47.0	26.0	36.7142857143	5.28378343112	1028	5113	0.0349192
7.573528051376343	5	55.7777777778	5.32870169257	65.0	45.0	55.7777777778	5.32870169257	1004	6117	0.0021421
8.089559078216553	6	72.7142857143	22.4894533105	123.0	45.0	72.7142857143	22.4894533105	1018	7135	-0.0153658
8.507051944732666	7	92.5454545455	27.1539839246	144.0	55.0	92.5454545455	27.1539839246	1018	8153	-0.0153847
8.958768129348755	8	74.7857142857	22.5520938889	114.0	46.0	74.7857142857	22.5520938889	1047	9200	-0.0432376
9.323030948638916	9	72.1428571429	24.3834169141	131.0	47.0	72.1428571429	24.3834169141	1010	10210	0.00249043
9.87179708480835	10	53.0526315789	18.305804901	105.0	21.0	53.0526315789	18.305804901	1008	11218	0.0206804
10.295433044433594	11	32.5161290323	13.5691085778	55.0	15.0	32.5161290323	13.5691085778	1008	12226	0.000594474
10.816387176513672	12	37.1428571429	13.8839946025	59.0	13.0	37.1428571429	13.8839946025	1040	13266	0.0134187
11.238670110702515	13	48.0952380952	19.0085313225	85.0	13.0	48.0952380952	19.0085313225	1010	14276	-0.0190482
11.73828411102295	14	42.92	15.5484275732	76.0	17.0	42.92	15.5484275732	1073	15349	-0.0355921
12.226320028305054	15	67.9333333333	18.4263096926	110.0	46.0	67.9333333333	18.4263096926	1019	16368	-0.0248505
12.734724044799805	16	74.3571428571	18.3365643411	104.0	42.0	74.3571428571	18.3365643411	1041	17409	-0.0304649
13.191307067871094	17	55.8333333333	16.5134625214	82.0	15.0	55.8333333333	16.5134625214	1005	18414	-0.0396838
13.623111009597778	18	53.75	16.3550450932	88.0	17.0	53.75	16.3550450932	1075	19489	-0.0119713
14.094606161117554	19	62.1176470588	16.9424019165	97.0	31.0	62.1176470588	16.9424019165	1056	20545	-0.0270821
14.549514055252075	20	56.5555555556	7.74038631122	75.0	46.0	56.5555555556	7.74038631122	1018	21563	0.00478192
15.090909004211426	21	51.05	4.43255005612	62.0	43.0	51.05	4.43255005612	1021	22584	-0.0252183
15.529407978057861	22	53.6315789474	4.93335080229	65.0	45.0	53.6315789474	4.93335080229	1019	23603	-0.0330585
15.995691061019897	23	48.7619047619	3.93887537617	59.0	43.0	48.7619047619	3.93887537617	1024	24627	-0.00439567
16.43141508102417	24	49.6666666667	3.88321581674	59.0	45.0	49.6666666667	3.88321581674	1043	25670	0.00475293
16.889795064926147	25	56.4444444444	3.8473977096	68.0	52.0	56.4444444444	3.8473977096	1016	26686	-0.0195116
17.380582094192505	26	64.4375	3.23976754567	70.0	58.0	64.4375	3.23976754567	1031	27717	-0.042017
18.01193594932556	27	71.2666666667	4.31225643435	81.0	64.0	71.2666666667	4.31225643435	1069	28786	-0.000942918
18.5661518573761	28	77.0769230769	9.12698061507	97.0	65.0	77.0769230769	9.12698061507	1002	29788	-0.0057929
19.091163158416748	29	88.3333333333	17.6980852699	136.0	72.0	88.3333333333	17.6980852699	1060	30848	-0.0273289
19.51842999458313	30	91.0	13.1702143283	122.0	72.0	91.0	13.1702143283	1001	31849	0.00951392
20.15684199333191	31	81.6923076923	13.8084957983	125.0	71.0	81.6923076923	13.8084957983	1062	32911	0.028265
20.747205018997192	32	78.6923076923	21.2761499387	134.0	65.0	78.6923076923	21.2761499387	1023	33934	-0.0237833
21.215854167938232	33	81.6153846154	13.012056312	107.0	64.0	81.6153846154	13.012056312	1061	34995	0.0283559
21.879427194595337	34	96.0909090909	23.853547651	160.0	68.0	96.0909090909	23.853547651	1057	36052	0.033748
