Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss
8.005638360977173	0	-193.477170842	47.5087889242	-135.142657063	-283.746737298	151.0	0.0	1057	1057	-0.0950072
9.38114309310913	1	-187.224042553	22.7285304893	-147.505986772	-223.250446425	151.0	0.0	1057	2114	-0.104348
10.090994358062744	2	-216.337614477	55.1595084993	-146.111231627	-293.625685379	151.0	0.0	1057	3171	-0.0953987
10.803077220916748	3	-219.203956302	45.4507200972	-155.757409014	-286.253458212	151.0	0.0	1057	4228	-0.193811
11.536736011505127	4	-192.038399922	29.1485975865	-148.383623231	-239.10339384	151.0	0.0	1057	5285	-0.110806
12.271764993667603	5	-196.389808398	26.8867039295	-158.156890182	-229.026602485	151.0	0.0	1057	6342	-0.226933
13.022613048553467	6	-231.744925896	41.2854494741	-158.35772392	-282.14086172	151.0	0.0	1057	7399	-0.124321
13.776455163955688	7	-222.482392106	60.0192936965	-125.190846028	-294.813009507	151.0	0.0	1057	8456	-0.0886469
14.562113046646118	8	-188.841805472	54.967451135	-96.7229160689	-253.741672559	151.0	0.0	1057	9513	-0.160703
15.397427082061768	9	-205.977522398	47.9214100615	-123.491029197	-281.009515517	151.0	0.0	1057	10570	-0.137297
16.195366144180298	10	-203.408425733	41.0697535474	-145.253523166	-251.631376576	151.0	0.0	1057	11627	-0.119941
17.002204179763794	11	-156.610117352	10.0428900499	-138.178018386	-169.516563666	151.0	0.0	1057	12684	-0.0644731
17.87542724609375	12	-142.33727204	40.3050521272	-75.680173187	-209.523601793	151.0	0.0	1057	13741	-0.0368468
18.604315280914307	13	-119.325780519	38.6658386135	-78.0216304344	-207.401065663	151.0	0.0	1057	14798	-0.151139
19.432679176330566	14	-97.0787570052	33.9745232476	-50.99645359	-167.74690543	151.0	0.0	1057	15855	-0.0954145
20.195656061172485	15	-103.796536269	23.5624664431	-84.5942904965	-153.841846204	151.0	0.0	1057	16912	-0.102837
20.992034196853638	16	-122.775165279	27.2741731842	-81.9214146103	-163.276854626	151.0	0.0	1057	17969	-0.00274117
21.81923222541809	17	-108.43552751	38.5458817478	-41.079434949	-183.753099275	151.0	0.0	1057	19026	-0.0743853
22.67668914794922	18	-114.27116384	33.4532671357	-48.2073133898	-150.848203438	151.0	0.0	1057	20083	-0.0955499
23.603642225265503	19	-78.0398103477	44.1796449268	8.78156950289	-127.36246058	151.0	0.0	1057	21140	-0.101044
24.404156923294067	20	-86.4311409115	21.3281177529	-57.8322066073	-124.691118504	151.0	0.0	1057	22197	-0.156086
25.210979223251343	21	-112.742637521	31.2645178063	-73.4813002428	-148.999383816	151.0	0.0	1057	23254	-0.207938
26.02960729598999	22	-97.3154765909	18.475395231	-71.7577253099	-122.078561071	151.0	0.0	1057	24311	-0.156999
26.84897208213806	23	-78.7543885957	18.793800763	-60.3826536559	-104.911962643	151.0	0.0	1057	25368	-0.13491
27.639215230941772	24	-73.8522951691	42.755885268	-19.798233719	-153.882523128	151.0	0.0	1057	26425	-0.204595
28.421411275863647	25	-125.626977717	13.0608153961	-108.247406334	-145.981480776	151.0	0.0	1057	27482	-0.108579
29.149393320083618	26	-68.964573075	20.9547746369	-41.297780928	-101.251825401	151.0	0.0	1057	28539	-0.0739953
29.85888123512268	27	-65.7133308636	62.8429571037	30.7925507486	-150.785521584	151.0	0.0	1057	29596	-0.065781
30.571505308151245	28	-78.0335321253	17.4099423139	-48.7520882779	-100.335376596	151.0	0.0	1057	30653	-0.0598123
31.31608510017395	29	-114.98240068	35.1071601927	-71.6777668729	-185.876615373	151.0	0.0	1057	31710	-0.138423
32.05031132698059	30	-84.8200673864	36.9047815071	-32.9549062167	-146.234201337	151.0	0.0	1057	32767	-0.123013
32.75883436203003	31	-87.9476049152	26.601918159	-44.9010367704	-130.922498266	151.0	0.0	1057	33824	-0.0316144
33.52033615112305	32	-130.303901977	39.3618125667	-78.846286961	-201.084148369	151.0	0.0	1057	34881	-0.0683635
34.2813081741333	33	-83.4282383135	35.0280555436	-53.5455004252	-157.622510009	151.0	0.0	1057	35938	-0.113579
35.03132438659668	34	-97.2980732799	46.2203412743	-54.2291441595	-197.592308686	151.0	0.0	1057	36995	-0.0318972
35.82059121131897	35	-95.5751648352	33.0465247605	-57.139704539	-150.506768197	151.0	0.0	1057	38052	-0.0717639
36.74579930305481	36	-78.427455249	28.3624010232	-28.8308673427	-107.180635678	151.0	0.0	1057	39109	-0.14232
37.5195472240448	37	-49.5710050403	20.3866536497	-23.3410500509	-78.5119284247	151.0	0.0	1057	40166	-0.121702
38.297282218933105	38	-48.1652858019	19.5969803309	-22.3185107073	-82.2564662404	151.0	0.0	1057	41223	-0.051221
39.10158920288086	39	-52.012283098	12.1345172083	-40.4561611421	-74.1456995882	151.0	0.0	1057	42280	-0.163407
39.89775109291077	40	-41.8255962153	13.0092073341	-13.4893366569	-53.4520332581	151.0	0.0	1057	43337	-0.110772
40.719815254211426	41	-46.9075061954	18.4025450988	-16.5536370315	-77.9763201072	151.0	0.0	1057	44394	-0.0183491
41.53500699996948	42	-34.681442133	24.0331013663	-6.33973063469	-84.8329392111	151.0	0.0	1057	45451	-0.149325
42.38013434410095	43	-29.7221145084	25.0287166784	19.5207796533	-67.942958826	151.0	0.0	1057	46508	-0.0144334
43.1792950630188	44	-37.8898801535	26.6925301243	-5.1609528757	-77.5652459537	151.0	0.0	1057	47565	-0.0382142
