Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss
1.5802102088928223	0	15.3496932515	6.31002099335	43.0	8.0	15.3496932515	6.31002099335	5004	5004	0.103466
2.781916379928589	1	16.6212624585	7.14278297111	54.0	8.0	16.6212624585	7.14278297111	5003	10007	0.0624094
3.9641642570495605	2	18.6641791045	9.17731143754	62.0	8.0	18.6641791045	9.17731143754	5002	15009	0.0296398
5.119890213012695	3	20.8506224066	12.0294628638	80.0	8.0	20.8506224066	12.0294628638	5025	20034	0.0109638
6.29429817199707	4	23.4562211982	13.1663994395	131.0	9.0	23.4562211982	13.1663994395	5090	25124	-0.00162365
7.449637174606323	5	26.0829015544	15.1935140196	77.0	10.0	26.0829015544	15.1935140196	5034	30158	-0.00932091
8.6829252243042	6	28.7701149425	16.3996083142	99.0	10.0	28.7701149425	16.3996083142	5006	35164	-0.0131987
9.842928171157837	7	30.234939759	15.429950017	118.0	12.0	30.234939759	15.429950017	5019	40183	-0.0134624
11.006489276885986	8	37.1851851852	22.0427816975	119.0	10.0	37.1851851852	22.0427816975	5020	45203	-0.0128955
12.160235166549683	9	37.3955223881	20.7598272563	106.0	10.0	37.3955223881	20.7598272563	5011	50214	-0.0115298
13.305533170700073	10	45.6	26.2395260489	156.0	11.0	45.6	26.2395260489	5016	55230	-0.00796841
14.473722219467163	11	47.7047619048	22.4656028332	130.0	13.0	47.7047619048	22.4656028332	5009	60239	-0.00803202
15.700282096862793	12	45.7909090909	22.5053914569	130.0	12.0	45.7909090909	22.5053914569	5037	65276	-0.00770488
17.100195169448853	13	47.6761904762	23.3737725374	129.0	12.0	47.6761904762	23.3737725374	5006	70282	-0.00725461
18.30044436454773	14	49.5392156863	24.5331594604	181.0	15.0	49.5392156863	24.5331594604	5053	75335	-0.0042649
19.57695722579956	15	51.1224489796	22.2331180193	144.0	16.0	51.1224489796	22.2331180193	5010	80345	-0.00370007
20.80161428451538	16	56.6179775281	23.5565328223	132.0	11.0	56.6179775281	23.5565328223	5039	85384	-0.00352423
22.018100023269653	17	56.6516853933	27.4865037867	156.0	17.0	56.6516853933	27.4865037867	5042	90426	-0.00250861
23.315370082855225	18	59.8235294118	22.2621686331	130.0	22.0	59.8235294118	22.2621686331	5085	95511	-0.000531075
24.432112216949463	19	54.0107526882	20.1976761272	118.0	19.0	54.0107526882	20.1976761272	5023	100534	-0.00856177
25.70426607131958	20	58.4534883721	29.0050745266	152.0	19.0	58.4534883721	29.0050745266	5027	105561	-0.00565828
26.914050102233887	21	63.3037974684	24.8725126257	145.0	21.0	63.3037974684	24.8725126257	5001	110562	-0.000596999
28.09430503845215	22	71.8285714286	27.059707225	179.0	25.0	71.8285714286	27.059707225	5028	115590	-0.000515199
29.29570508003235	23	58.3720930233	23.4208446771	127.0	20.0	58.3720930233	23.4208446771	5020	120610	0.00373555
30.6147882938385	24	66.68	28.5097223183	161.0	19.0	66.68	28.5097223183	5001	125611	-0.00670243
31.82707118988037	25	79.9682539683	35.1143114016	185.0	22.0	79.9682539683	35.1143114016	5038	130649	0.000666853
33.05040216445923	26	69.0540540541	28.0717670478	161.0	19.0	69.0540540541	28.0717670478	5110	135759	-0.00242137
34.247690200805664	27	69.301369863	31.4884997191	199.0	29.0	69.301369863	31.4884997191	5059	140818	-0.000776958
35.5043683052063	28	80.9206349206	36.9217540673	200.0	25.0	80.9206349206	36.9217540673	5098	145916	-0.00122557
36.770761013031006	29	77.6153846154	32.1298769696	200.0	28.0	77.6153846154	32.1298769696	5045	150961	-0.00443459
37.968892335891724	30	87.224137931	39.4758953529	200.0	24.0	87.224137931	39.4758953529	5059	156020	-0.00052915
39.17486214637756	31	84.2166666667	32.4962006326	170.0	27.0	84.2166666667	32.4962006326	5053	161073	-0.00450106
40.38911724090576	32	88.7192982456	38.8175012012	186.0	24.0	88.7192982456	38.8175012012	5057	166130	9.84117e-05
41.692336320877075	33	92.1454545455	38.6289661367	200.0	36.0	92.1454545455	38.6289661367	5068	171198	-0.00417505
42.91775918006897	34	109.173913043	48.2693098769	200.0	17.0	109.173913043	48.2693098769	5022	176220	-0.0106819
44.145503997802734	35	127.55	44.3096772726	200.0	24.0	127.55	44.3096772726	5102	181322	-0.000344017
45.38046622276306	36	132.973684211	53.4826518071	200.0	32.0	132.973684211	53.4826518071	5053	186375	-0.0023702
46.63737416267395	37	132.078947368	49.1551686948	200.0	32.0	132.078947368	49.1551686948	5019	191394	-0.00302421
47.85716915130615	38	139.333333333	36.5528536658	200.0	38.0	139.333333333	36.5528536658	5016	196410	-0.00737658
49.199077129364014	39	147.852941176	48.5508419706	200.0	37.0	147.852941176	48.5508419706	5027	201437	-0.00389732
50.40883827209473	40	147.647058824	44.0760588295	200.0	43.0	147.647058824	44.0760588295	5020	206457	-0.0100639
51.63798928260803	41	144.314285714	47.5777687753	200.0	34.0	144.314285714	47.5777687753	5051	211508	-0.0118441
52.852028369903564	42	158.6875	47.2555800277	200.0	41.0	158.6875	47.2555800277	5078	216586	-0.00118752
54.133732080459595	43	171.9	32.5999488752	200.0	108.0	171.9	32.5999488752	5157	221743	-0.0100043
55.43003225326538	44	143.6	39.621206443	200.0	50.0	143.6	39.621206443	5026	226769	-0.00533349
56.752671003341675	45	164.290322581	36.6845256542	200.0	89.0	164.290322581	36.6845256542	5093	231862	-0.00479049
58.14655804634094	46	185.333333333	26.5190357905	200.0	103.0	185.333333333	26.5190357905	5004	236866	-0.00355915
59.6325421333313	47	178.482758621	37.4328094053	200.0	91.0	178.482758621	37.4328094053	5176	242042	-0.00277909
61.034592151641846	48	181.535714286	27.6902279602	200.0	119.0	181.535714286	27.6902279602	5083	247125	-0.0025089
62.40901207923889	49	192.37037037	20.2743190015	200.0	125.0	192.37037037	20.2743190015	5194	252319	-0.00710458
63.82117033004761	50	197.961538462	9.0659157509	200.0	153.0	197.961538462	9.0659157509	5147	257466	-0.00216833
65.19219017028809	51	195.153846154	14.8004477783	200.0	145.0	195.153846154	14.8004477783	5074	262540	-0.0128527
66.66616034507751	52	195.384615385	13.0504256432	200.0	150.0	195.384615385	13.0504256432	5080	267620	-0.000970706
67.9808521270752	53	192.592592593	33.5418580497	200.0	23.0	192.592592593	33.5418580497	5200	272820	-0.000338616
